Name;Tag;Coordinates;Base Item;Attack Damage;Attack Speed;Ability;Armor;Armor Toughness;Enchantments;Bonus Stats;Obtain
Lazulite Chestplate:;Artisan Item;['(4734, 66, 5662)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;8;2;['#NO_INFO'];['+8% Attack Damage'];['Item is sold by NPC for: Runic Amplifier, Diamond Chestplate. The Runic Blacksmith in New Sahd is located at (4734, 66, 5662).']
Lazulite Leggings;Artisan Item;['(4734, 66, 5662)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;6;2;['#NO_INFO'];['+8% Attack Damage'];['Item is sold by NPC for: Runic Amplifier, Diamond Leggings. The Runic Blacksmith in New Sahd is located at (4734, 66, 5662).']
Lazulite Boots;Artisan Item;['(4734, 66, 5662)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;3;2;['#NO_INFO'];['+8% Attack Damage'];['Item is sold by NPC for: Runic Amplifier, Diamond Boots. The Runic Blacksmith in New Sahd is located at (4734, 66, 5662).']
Pathfinder's Vestments;Artisan Item;['(4734, 66, 5662)'];Diamond Chestplate;#NO_INFO;#NO_INFO;#NO_INFO;5;#NO_INFO;['#NO_INFO'];['-8 Max Health', '+0.015 Movement Speed', '+1 Attack Damage'];['Item is sold by NPC for: 36 Scales. The Runic Blacksmith in New Sahd is located at (4734, 66, 5662).']
Guardian's Greataxe;Artisan Item;['(4734, 66, 5662)'];Iron Axe;18;0.3;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['Item is sold by NPC for: 17 Scales. The Runic Blacksmith in New Sahd is located at (4734, 66, 5662).']
Zedoh Tower Shield;Artisan Item;['(4734, 66, 5662)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['Fire Aspect III', 'Unbreaking X'];['+2 Max Health'];['Item is sold by NPC for: 30 Scales, 16 Obsidian. The Runic Blacksmith in New Sahd is located at (4734, 66, 5662).']
AUDIO RECORDING: DIVE 002;Book;['(26972, 30, -140)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Resonant Halls. It is a transcription of a conversation between Orix Cehein and Tethlaen through the Resonant Eye, from the second attempted dive.']
AUDIO RECORDING: DIVE 006;Book;['(26935, 2, -109)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Resonant Halls. It is a transcription of a conversation between Orix Cehein and Tethlaen through the Resonant Eye, from the sixth dive. It establishes that Tethlaen entered the Nothing of his own will, as he felt that he would only be able to hold the tear closed from the inside, protecting the realm of Drehmal.']
AUDIO RECORDING: DIVE 027;Book;['(26940, 58, 16)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Resonant Halls. It is a transcription of a conversation between Orix Cehein and Tethlaen through the Resonant Eye, from the 27th attempted dive. At this point, the two appear to have developed a strong rapport, and Tethlaen informs Orix that if at some point he is no longer able to hold the tear closed, primal energy will leak from the Nothing into Drehmal, causing the inevitable destruction of the realm.']
A Bridge to Prosperity?;Book;['(2650, 113, 3930)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the ruins of the town of Espinor, in the South Heartwood, at the western end of the ruined bridge between that region and the Black Jungle. Within, a merchant hopes that this newly built bridge will help them become wealthy by trading with the Tidal Dynasty.']
A brief Overview of Avsohmic Art History;Book;['(6365, 100, -3002)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern, in a building on an island off the east coast of the Frozen Bite. Over 33 in-game pages, it provides a (not-so-brief) overview of the history of art in the Avsohmic Empire, including the different movements influenced by different rulers, as well as discussing multiple different mediums.']
A Brief Overview of Avsohmic Art History;Book;['(6365, 100, -3002)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern, in a building on an island off the east coast of the Frozen Bite. Over 33 in-game pages, it provides a (not-so-brief) overview of the history of art in the Avsohmic Empire, including the different movements influenced by different rulers, as well as discussing multiple different mediums.']
A Cozy Nook;Book;['(-1625, 117, -1641)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Merijool, beneath a sacred flame just to the west of the Shrine of Eternal Flame.']
A Desperate Gambit;Book;['(5969, 76, -1076)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the library at Highfall. Allegedly based on a true story, it describes the destruction of the people of Fortahn.']
A Divine Pet Project;Book;['(3319, 165, 2669)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern, at the top of the Mihkmari-inhabited tower in the Verdant Labyrinth region. It contains lore on the aspects, including Khive and Tethlaen, as well as rumination on the origins of Mt. Yavhlix.']
A Hard-Won Victory?;Book;['(1658, 6, -2760)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Rehntite Cave. It describes some of the fallout of the first major event that unfolded at the Primary Energy Collection Facility, establishing that only five survived that initial incident, three of whom seemed to have been broken mentally by the ordeal.']
A Need for Seeds;Book;['(-1726, 157, 3033)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Loraga Keep, and provides insight as to what happened to the inhabitants of this castle, who planted some kind of seeds in themselves and subsequently were driven mad.']
A Northern Excursion;Book;['(2142, 117, -831)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in the Casain Residences of Dusps. It references the large Avsohmic pipes found in the northern portion of Akhlo'Rohma, and the author resolves to follow them to their origin to the north."]
A Retrospective;Book;['(-1267, 49, 478)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in Caer Adacia. Written by Thresa Vera, it recounts the majority of her life up to her early adulthood over the course of 46 in-game pages, from her origins as a noblewoman to her time at the university of Av'Sal. Particular focus is given to her friendship with Baen Vehmil and Gohri Zed, eventually forming a romantic relationship with the latter."]
Abbot Balthysar's Notes;Book;['(5589.5, 215, 2990.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in an item frame in Abbot Balthysar's quarters at Teiruun Monastery, with the Abbot expressing the desire to ascend beyond the level of the Virmari."]
About the Mountain of Holes;Book;['(-399, 107, 1461)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in northwestern Av'Sal. Poetically, it tells the story of the discovery, conquest, and exploitation of Mt. Yavhlix by Avsohm, ending on an ominous note."]
Activity Log - Project Panopticon;Book;['(26897, 77, -39)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a shulker box in the Resonant Halls. It describes the process of establishing contact with Tethlaen through the Resonant Eye, as written by Orix Cehein.']
Airships of Drehmal;Book;['(4546, 100, 1582)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Insohmic Library. It documents the use of airships in Av3, from their rediscovery in Av3 509 by the Insohm|Order of Insohm to their use in warfare, as well as information about some notable airships.']
An Archaeological Tragedy;Book;['(4129, 51, -530)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest at the Frontier's Edge Gift Shop in Grand Pike Canyon. It discusses the looting of historical sites in the Veruhkt Plateau and the consequent loss of archaeological information."]
An Elegy to Pain;Book;['(5037, 112, 6348)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in a small structure beneath the Emperor's Estate, addressed to Maen, Aspect of Pain."]
An Unusual Order;Book;['(-13, 70, 5256)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest by the Runic Blacksmith in Mohta. It describes a custom order for a set of gear for a caravan escort who is planning to travel from Mohta to Firteid.']
Ancient_Diary;Book;['(-1712, 151, 1885)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in Fort Nimahj. It contains a first-hand account of Maelihs' invasion of Sal'Anyr in Av2 1820, the event that functionally marked the collapse of Avsohm, and with it, the end of the Second Avihm."]
Ancient Earthen Text;Book;['(4279.5, 30, -926.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in an item frame in the ruins of Wokonori, the sacred place of the Land-fall Drake Taihgel. It is not a writable book, and provides a hint as to the accepted Devotion gifts for Taihgel.']
Ancient Sacrament;Book;['(-108, 67, 4802)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest within a small structure directly off the path in Lorahn'Kahl between the Whale's Tale and Mohta, alongside the Lorahn Sacrificial Blade Artifact. Its text calls upon the three moons of Drehmal in a necromantic rite, referencing the traditions of necromancy in the Lorahn'Kahl region."]
Archaic Transcript;Book;['(-3349, 137, 2257)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book is discovered in a chest in the ruins of Sal'Anyr, written by a thief who was able to eavesdrop on Maelihs and his officers and overheard his plans to deploy the Skullmother and destroy the Southern Heartwood, creating the region known as South Heartwood|Mael's Desolation."]
Auxiliary Vahn's Concern;Book;['(4549, 124, 1591)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found on a lectern atop the Insohmic Library. Its author writes that the Insohmic attempt to re-open Mt. Yavhlix's gate has failed, and wonders how to break the news to Vahid|Master Vahid."]
Av2 1360 - Prisoners;Book;['(4813, 125, 4571)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Black Jungle Library|Sahdan Monastery, and shows that the people of Sahd began sending their criminals across the sea to the Black Jungle after the collapse of the Empire of Vir.']
Av2 1753 - Envoys;Book;['(4793, 123, 4562)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in the Black Jungle Library|Sahdan Monastery, shining light on a conflict between Sahd and the Tidal Dynasty that led to Sahd's furthered isolation from the mainland."]
Av3 902 - Time Immemorial;Book;['(-3984, 138, 5946)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern atop the Burnt Palace. Written by Maelihs after he went to Western Xivrhynt, it hints at a secret about the origins of himself and Virtuo told to him by Khive, implying that two groups called the Maelruhn and Viruhn were driving forces in making these two deities into who they are.']
Av3 903 - Sister;Book;['(-4006, 139, 5972)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest atop the Burnt Palace. Written by Maelihs, it documents his guilt over his treatment of Virtuo after her departure from the continent.']
Av4 12 - A Monument to All My Sins;Book;['(-3990, 140, 5967)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest atop the Burnt Palace. The book, written by Maelihs, contains his decision in Av4 12 to leave Drehmal behind and reside in Ytaj indefinitely, stricken by guilt over what he has done.']
Avsohm's Ruse;Book;['(1525, 141, -1971)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in Ancehl Castle. Its contents are an allegation that Avsohm fabricated the three schools of Alchemy, when in fact, they are all one. It is one of three books in the room with the "Dusty Memo," which hints at a puzzle involving the books, in which each of the books must be turned to the page that contains their respective passage in the memo.']
BIG News!;Book;['(-2136, 65, 3638)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in Tharxax City, written by a traveler looking for some of the biggest features on the continent. The book compares the walls of Rhaveloth to the great wall of Maehrn'Vhos, and ends with the goal of visiting Akhlo'Rohma to see the megaflora of the region."]
Behold, Starrise Bastion;Book;['(-940, 195, -4139)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Star-Rise Bastion on the Island of Dawn. It shows that the current inhabitants of the bastion were formerly Virmari, but dedicated themselves to Rihelma after the disappearance of Virtuo.']
Betrayal;Book;['(-2931, 90, 5246)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Rhaveloth. A Maelmari citizen of the town suspects that a Drehmari woodworker living in the city has stolen their golden carrot, but ultimately decides not to immediately turn them in to the guards.']
Bloodwritten Curse;Book;['(2963.5, 104, 3941.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in an item frame in Zovan, at the eastern end of the ruined bridge between the South Heartwood and Black Jungle|The Black Jungle, seemingly written by a citizen of the Tidal Dynasty cursing the Gozaki and Insohm.']
Blue, Red, and Green;Book;['(-2612, 76, 2304)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in the Exodus Citadel, and describes the beginning of Blue Exodus's official relationship with the Avsohm|Empire of Avsohm."]
Brewmaster Ga'ran's Diary;Book;['(4884, 113, -3361)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found on a lectern in Shivering Pines Inn. It details the recent history of the two owners of Shivering Pines Inn, Ga'ran and Elmlhi, painting a picture of their life together after founding the inn."]
Bryde's Warning;Book;['(454, 73, 1252)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in a cave just southwest of the Capital Valley Tower, detailing the harrowing experience of another traveler who stayed the night in this cave and warning the reader not to attempt to do the same.']
Burnt Generals' Orders;Book;['(-3996, 123, 5959)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest near the top of the Burnt Palace. It is written by Tevus, the second Burnt Generals|Burnt General, and contains the current assignments of the three Burnt Generals, informing the player on where they can be found.']
Burnt Notes;Book;['(-3352, 137, 2197)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in the ruins of Sal'Anyr, written by a citizen disparaging the rule of the newly-anointed Emperor Anyr."]
Busy Bees, Busy Hands!;Book;['(2312.5, 75, -1609)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in an item frame in the Temple of Bloom and Bough in Marahza. It is not a writable book, but rather serves to provide hints as to the accepted Devotion gifts for Vayniklah.']
Call to the Clan;Book;['(3094.5, 83, -2616.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in an item frame in Faehrcyle.']
Chaotic Ramblings;Book;['(-2221, 70, 3664)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest on the upper floor of the house at 53 Briar Street in Tharxax City, written by a Drehmari lamenting their current situation under the rule of Maelihs.']
Child's Journal;Book;['(-174, 69, 1915)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in southern Av'Sal. It contains a child's account of their father being promoted to a new, higher-ranking job within the Avsohmic government, but consequently not being able to return home until the day of the empire's fall."]
Commoner's Diary;Book;['(-1152, 57, -4107)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in Xor'Huul. It paints a picture of the final days of the kingdom of Xor'Huul, after a mysterious plague began to quickly kill off the city's priests. This caused the nobles to attempt to barricade themselves in, resulting in a clash between the commoners and nobility that killed off the entirety of the city's population through direct conflict or infection."]
Contact with Dusk;Book;['(-2975, 144, -161)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest, in the house in Ebonrun nearest to the fenced-off tunnel. It hints at the location of a mine on the Island of Dusk.']
Convictions of Tech-Priest Lakeivaa;Book;['(4109, 108, -1524)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest at the Altar of Insight. Written by a parent of Gohri Zed, the book explains that the people of Veruhkt Plateau worshipped and sought ascension to the moon of Lo'Veruhkt, which sits beneath the planet and is therefore seldom seen. It also reveals that Gohri's birth name is Gorui, and that she was sent by her people to study runic magic in Av'Sal to help them escape to the moon, but stopped communicating with her family after falling in love with Thresa Vera."]
Cooling Systems;Book;['(26873, 71, -54)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Primary Energy Collection Facility. It elaborates on the need for a cooling system in the Primary Energy Collection Facility.']
Councilman's Fears;Book;['(6025, 93, 1529)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern at the Insohmic Coven of Potentia, reacting to the disappearance of Castle Hovadchear.']
Coveter's Journal;Book;['(-401, 67, 1571)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest at sea level in southwestern Av'Sal, north-northeast of the large statue, showing that commoners were not allowed onto the main central island of the city."]
Creation of the Vaults;Book;['(-3689, 78, -1192)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in the Avsohmic Vault, on an island off the west coast of Casai. It details the beginning of these very vaults' construction under Emperor Ifeihl."]
Creature of Nothing;Book;['(5823, 69, -2987)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be located in a chest in the Nihilist's Cabin in the Frozen Bite region."]
Credits;Book;['(-1703, 163, 3015)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['Not to be confused with the endcredits_transcription.md|end credits of the map, which lists out all the developers of Drehmal.', 'This book can be found in a chest in Loraga Keep. It is written by Pogoshark, the builder of Loraga Keep, which was implemented into the map as part of a community build contest.']
Creed of the Order of Astorahn;Book;['(-172.5, 180, -564.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in an item frame at the Astorahnni Tower in the northwestern Gulf of Drehmal region, near the eastern edge of Merijool. It is written by a member of the Order of Astorahn, seemingly a banished sect of the devotees of Lai in Merijool.']
